employee_id,resignation_date,notice_start_date,month,months_into_notice,role,coe,location,pulse_score_current_month,pulse_score_3mo_before_notice
SYN_EMP_0171,2026-03-08,2025-12-08,2026-02-01,3,Solutions Enabler,data_engineering,chennai,2.21,2.79
SYN_EMP_0172,2026-03-17,2025-12-17,2025-12-01,1,Trainee Software Engineer,bi_reporting,uk,2.75,2.9
SYN_EMP_0172,2026-03-17,2025-12-17,2026-01-01,2,Trainee Software Engineer,bi_reporting,uk,2.6,2.9
SYN_EMP_0172,2026-03-17,2025-12-17,2026-02-01,3,Trainee Software Engineer,bi_reporting,uk,2.45,2.9
SYN_EMP_0173,2026-03-01,2025-12-01,2025-12-01,1,Software Engineer,bi_reporting,chennai,3.11,3.19
SYN_EMP_0173,2026-03-01,2025-12-01,2026-01-01,2,Software Engineer,bi_reporting,chennai,3.03,3.19
SYN_EMP_0173,2026-03-01,2025-12-01,2026-02-01,3,Software Engineer,bi_reporting,chennai,2.95,3.19
SYN_EMP_0174,2026-03-05,2025-12-05,2025-12-01,1,Senior Consultant,data_engineering,uk,3.02,3.18
SYN_EMP_0174,2026-03-05,2025-12-05,2026-01-01,2,Senior Consultant,data_engineering,uk,2.86,3.18
SYN_EMP_0174,2026-03-05,2025-12-05,2026-02-01,3,Senior Consultant,data_engineering,uk,2.7,3.18
SYN_EMP_0175,2026-03-15,2025-12-15,2025-12-01,1,Associate Consultant,bi_reporting,uk,3.02,3.21
SYN_EMP_0175,2026-03-15,2025-12-15,2026-01-01,2,Associate Consultant,bi_reporting,uk,2.83,3.21
SYN_EMP_0175,2026-03-15,2025-12-15,2026-02-01,3,Associate Consultant,bi_reporting,uk,2.64,3.21
SYN_EMP_0176,2026-03-06,2025-12-06,2025-12-01,1,Trainee Software Engineer,ai_ml,usa,2.79,3.01
SYN_EMP_0176,2026-03-06,2025-12-06,2026-01-01,2,Trainee Software Engineer,ai_ml,usa,2.58,3.01
SYN_EMP_0176,2026-03-06,2025-12-06,2026-02-01,3,Trainee Software Engineer,ai_ml,usa,2.36,3.01
SYN_EMP_0177,2026-03-25,2025-12-25,2025-12-01,1,Trainee Software Engineer,data_engineering,chennai,2.95,3.09
SYN_EMP_0177,2026-03-25,2025-12-25,2026-01-01,2,Trainee Software Engineer,data_engineering,chennai,2.8,3.09
SYN_EMP_0177,2026-03-25,2025-12-25,2026-02-01,3,Trainee Software Engineer,data_engineering,chennai,2.66,3.09
SYN_EMP_0178,2026-04-26,2026-01-26,2026-01-01,1,Senior Associate Consultant,bi_reporting,uk,2.85,3.07
SYN_EMP_0178,2026-04-26,2026-01-26,2026-02-01,2,Senior Associate Consultant,bi_reporting,uk,2.63,3.07
SYN_EMP_0178,2026-04-26,2026-01-26,2026-03-01,3,Senior Associate Consultant,bi_reporting,uk,2.41,3.07
SYN_EMP_0179,2026-04-12,2026-01-12,2026-01-01,1,Trainee Software Engineer,bi_reporting,chennai,2.77,2.95
SYN_EMP_0179,2026-04-12,2026-01-12,2026-02-01,2,Trainee Software Engineer,bi_reporting,chennai,2.59,2.95
SYN_EMP_0179,2026-04-12,2026-01-12,2026-03-01,3,Trainee Software Engineer,bi_reporting,chennai,2.41,2.95
SYN_EMP_0180,2026-04-15,2026-01-15,2026-01-01,1,Software Engineer,data_engineering,chennai,2.52,2.78
SYN_EMP_0180,2026-04-15,2026-01-15,2026-02-01,2,Software Engineer,data_engineering,chennai,2.25,2.78
SYN_EMP_0180,2026-04-15,2026-01-15,2026-03-01,3,Software Engineer,data_engineering,chennai,1.99,2.78
SYN_EMP_0181,2026-04-02,2026-01-02,2026-01-01,1,Trainee Software Engineer,full_stack,uk,2.49,2.68
SYN_EMP_0181,2026-04-02,2026-01-02,2026-02-01,2,Trainee Software Engineer,full_stack,uk,2.29,2.68
SYN_EMP_0181,2026-04-02,2026-01-02,2026-03-01,3,Trainee Software Engineer,full_stack,uk,2.1,2.68
SYN_EMP_0182,2026-04-23,2026-01-23,2026-01-01,1,Senior Software Engineer,data_engineering,chennai,2.64,2.82
SYN_EMP_0182,2026-04-23,2026-01-23,2026-02-01,2,Senior Software Engineer,data_engineering,chennai,2.46,2.82
SYN_EMP_0182,2026-04-23,2026-01-23,2026-03-01,3,Senior Software Engineer,data_engineering,chennai,2.28,2.82
SYN_EMP_0183,2026-04-20,2026-01-20,2026-01-01,1,Solutions Consultant,bi_reporting,chennai,2.16,2.37
SYN_EMP_0183,2026-04-20,2026-01-20,2026-02-01,2,Solutions Consultant,bi_reporting,chennai,1.95,2.37
SYN_EMP_0183,2026-04-20,2026-01-20,2026-03-01,3,Solutions Consultant,bi_reporting,chennai,1.73,2.37
SYN_EMP_0184,2026-04-26,2026-01-26,2026-01-01,1,Software Engineer,data_engineering,chennai,2.74,3.04
SYN_EMP_0184,2026-04-26,2026-01-26,2026-02-01,2,Software Engineer,data_engineering,chennai,2.44,3.04
SYN_EMP_0184,2026-04-26,2026-01-26,2026-03-01,3,Software Engineer,data_engineering,chennai,2.15,3.04
SYN_EMP_0185,2026-04-09,2026-01-09,2026-01-01,1,Trainee Software Engineer,data_engineering,chennai,2.86,3.06
SYN_EMP_0185,2026-04-09,2026-01-09,2026-02-01,2,Trainee Software Engineer,data_engineering,chennai,2.66,3.06
SYN_EMP_0185,2026-04-09,2026-01-09,2026-03-01,3,Trainee Software Engineer,data_engineering,chennai,2.47,3.06
SYN_EMP_0186,2026-04-08,2026-01-08,2026-01-01,1,Associate Consultant,ai_ml,chennai,2.41,2.67
SYN_EMP_0186,2026-04-08,2026-01-08,2026-02-01,2,Associate Consultant,ai_ml,chennai,2.15,2.67
SYN_EMP_0186,2026-04-08,2026-01-08,2026-03-01,3,Associate Consultant,ai_ml,chennai,1.89,2.67
SYN_EMP_0187,2026-04-23,2026-01-23,2026-01-01,1,Trainee Software Engineer,data_engineering,usa,2.75,2.98
SYN_EMP_0187,2026-04-23,2026-01-23,2026-02-01,2,Trainee Software Engineer,data_engineering,usa,2.52,2.98
SYN_EMP_0187,2026-04-23,2026-01-23,2026-03-01,3,Trainee Software Engineer,data_engineering,usa,2.29,2.98
SYN_EMP_0188,2026-04-16,2026-01-16,2026-01-01,1,Consultant,data_engineering,uk,3.3,3.52
SYN_EMP_0188,2026-04-16,2026-01-16,2026-02-01,2,Consultant,data_engineering,uk,3.09,3.52
SYN_EMP_0188,2026-04-16,2026-01-16,2026-03-01,3,Consultant,data_engineering,uk,2.87,3.52
SYN_EMP_0189,2026-04-10,2026-01-10,2026-01-01,1,Senior Software Engineer,ai_ml,uk,2.45,2.66
SYN_EMP_0189,2026-04-10,2026-01-10,2026-02-01,2,Senior Software Engineer,ai_ml,uk,2.24,2.66
SYN_EMP_0189,2026-04-10,2026-01-10,2026-03-01,3,Senior Software Engineer,ai_ml,uk,2.04,2.66
SYN_EMP_0190,2026-04-01,2026-01-01,2026-01-01,1,Senior Software Engineer,techops,chennai,2.63,2.79
SYN_EMP_0190,2026-04-01,2026-01-01,2026-02-01,2,Senior Software Engineer,techops,chennai,2.48,2.79
SYN_EMP_0190,2026-04-01,2026-01-01,2026-03-01,3,Senior Software Engineer,techops,chennai,2.33,2.79
SYN_EMP_0191,2026-04-14,2026-01-14,2026-01-01,1,Software Engineer,bi_reporting,uk,2.76,2.93
SYN_EMP_0191,2026-04-14,2026-01-14,2026-02-01,2,Software Engineer,bi_reporting,uk,2.6,2.93
SYN_EMP_0191,2026-04-14,2026-01-14,2026-03-01,3,Software Engineer,bi_reporting,uk,2.44,2.93
SYN_EMP_0192,2026-04-12,2026-01-12,2026-01-01,1,Software Engineer,bi_reporting,chennai,2.43,2.67
SYN_EMP_0192,2026-04-12,2026-01-12,2026-02-01,2,Software Engineer,bi_reporting,chennai,2.18,2.67
SYN_EMP_0192,2026-04-12,2026-01-12,2026-03-01,3,Software Engineer,bi_reporting,chennai,1.93,2.67
SYN_EMP_0193,2026-04-16,2026-01-16,2026-01-01,1,Associate Consultant,ai_ml,uk,2.99,3.17
SYN_EMP_0193,2026-04-16,2026-01-16,2026-02-01,2,Associate Consultant,ai_ml,uk,2.8,3.17
SYN_EMP_0193,2026-04-16,2026-01-16,2026-03-01,3,Associate Consultant,ai_ml,uk,2.62,3.17
SYN_EMP_0194,2026-05-20,2026-02-20,2026-02-01,1,Senior Associate Consultant,bi_reporting,chennai,2.72,2.96
SYN_EMP_0194,2026-05-20,2026-02-20,2026-03-01,2,Senior Associate Consultant,bi_reporting,chennai,2.48,2.96
SYN_EMP_0194,2026-05-20,2026-02-20,2026-04-01,3,Senior Associate Consultant,bi_reporting,chennai,2.24,2.96
SYN_EMP_0195,2026-05-21,2026-02-21,2026-02-01,1,Senior Software Engineer,full_stack,chennai,3.17,3.36
SYN_EMP_0195,2026-05-21,2026-02-21,2026-03-01,2,Senior Software Engineer,full_stack,chennai,2.99,3.36
SYN_EMP_0195,2026-05-21,2026-02-21,2026-04-01,3,Senior Software Engineer,full_stack,chennai,2.81,3.36
SYN_EMP_0196,2026-05-22,2026-02-22,2026-02-01,1,Solutions Enabler,ai_ml,chennai,3.59,3.75
SYN_EMP_0196,2026-05-22,2026-02-22,2026-03-01,2,Solutions Enabler,ai_ml,chennai,3.42,3.75
SYN_EMP_0196,2026-05-22,2026-02-22,2026-04-01,3,Solutions Enabler,ai_ml,chennai,3.26,3.75
SYN_EMP_0197,2026-05-18,2026-02-18,2026-02-01,1,Senior Software Engineer,techops,chennai,2.54,2.65
SYN_EMP_0197,2026-05-18,2026-02-18,2026-03-01,2,Senior Software Engineer,techops,chennai,2.42,2.65
SYN_EMP_0197,2026-05-18,2026-02-18,2026-04-01,3,Senior Software Engineer,techops,chennai,2.31,2.65
SYN_EMP_0198,2026-05-20,2026-02-20,2026-02-01,1,Consultant,ai_ml,chennai,2.97,3.18
SYN_EMP_0198,2026-05-20,2026-02-20,2026-03-01,2,Consultant,ai_ml,chennai,2.75,3.18
SYN_EMP_0198,2026-05-20,2026-02-20,2026-04-01,3,Consultant,ai_ml,chennai,2.53,3.18
SYN_EMP_0199,2026-05-23,2026-02-23,2026-02-01,1,Software Engineer,full_stack,chennai,2.88,3.06
SYN_EMP_0199,2026-05-23,2026-02-23,2026-03-01,2,Software Engineer,full_stack,chennai,2.7,3.06
SYN_EMP_0199,2026-05-23,2026-02-23,2026-04-01,3,Software Engineer,full_stack,chennai,2.52,3.06
SYN_EMP_0200,2026-05-22,2026-02-22,2026-02-01,1,Senior Software Engineer,data_engineering,chennai,2.81,2.94
SYN_EMP_0200,2026-05-22,2026-02-22,2026-03-01,2,Senior Software Engineer,data_engineering,chennai,2.68,2.94
SYN_EMP_0200,2026-05-22,2026-02-22,2026-04-01,3,Senior Software Engineer,data_engineering,chennai,2.54,2.94
SYN_EMP_0201,2026-05-14,2026-02-14,2026-02-01,1,Trainee Software Engineer,bi_reporting,chennai,3.39,3.54
SYN_EMP_0201,2026-05-14,2026-02-14,2026-03-01,2,Trainee Software Engineer,bi_reporting,chennai,3.24,3.54
SYN_EMP_0201,2026-05-14,2026-02-14,2026-04-01,3,Trainee Software Engineer,bi_reporting,chennai,3.09,3.54
SYN_EMP_0202,2026-06-02,2026-03-02,2026-03-01,1,Trainee Software Engineer,bi_reporting,chennai,2.62,2.81
SYN_EMP_0202,2026-06-02,2026-03-02,2026-04-01,2,Trainee Software Engineer,bi_reporting,chennai,2.42,2.81
SYN_EMP_0202,2026-06-02,2026-03-02,2026-05-01,3,Trainee Software Engineer,bi_reporting,chennai,2.23,2.81
SYN_EMP_0203,2026-06-21,2026-03-21,2026-03-01,1,Consultant,data_engineering,chennai,2.55,2.7
SYN_EMP_0203,2026-06-21,2026-03-21,2026-04-01,2,Consultant,data_engineering,chennai,2.39,2.7
SYN_EMP_0203,2026-06-21,2026-03-21,2026-05-01,3,Consultant,data_engineering,chennai,2.23,2.7
SYN_EMP_0204,2026-06-16,2026-03-16,2026-03-01,1,Manager,data_engineering,uk,3.27,3.41
SYN_EMP_0204,2026-06-16,2026-03-16,2026-04-01,2,Manager,data_engineering,uk,3.13,3.41
SYN_EMP_0204,2026-06-16,2026-03-16,2026-05-01,3,Manager,data_engineering,uk,3.0,3.41
SYN_EMP_0205,2026-06-08,2026-03-08,2026-03-01,1,Software Engineer,data_engineering,uk,2.57,2.72
SYN_EMP_0205,2026-06-08,2026-03-08,2026-04-01,2,Software Engineer,data_engineering,uk,2.42,2.72
SYN_EMP_0205,2026-06-08,2026-03-08,2026-05-01,3,Software Engineer,data_engineering,uk,2.26,2.72
SYN_EMP_0206,2026-06-10,2026-03-10,2026-03-01,1,Solutions Enabler,bi_reporting,chennai,2.85,3.05
SYN_EMP_0206,2026-06-10,2026-03-10,2026-04-01,2,Solutions Enabler,bi_reporting,chennai,2.64,3.05
SYN_EMP_0206,2026-06-10,2026-03-10,2026-05-01,3,Solutions Enabler,bi_reporting,chennai,2.43,3.05
SYN_EMP_0207,2026-06-25,2026-03-25,2026-03-01,1,Manager,full_stack,uk,3.17,3.32
SYN_EMP_0207,2026-06-25,2026-03-25,2026-04-01,2,Manager,full_stack,uk,3.03,3.32
SYN_EMP_0207,2026-06-25,2026-03-25,2026-05-01,3,Manager,full_stack,uk,2.88,3.32
SYN_EMP_0208,2026-06-06,2026-03-06,2026-03-01,1,Senior Software Engineer,ai_ml,chennai,2.52,2.75
SYN_EMP_0208,2026-06-06,2026-03-06,2026-04-01,2,Senior Software Engineer,ai_ml,chennai,2.28,2.75
SYN_EMP_0208,2026-06-06,2026-03-06,2026-05-01,3,Senior Software Engineer,ai_ml,chennai,2.05,2.75
SYN_EMP_0209,2026-06-08,2026-03-08,2026-03-01,1,Senior Software Engineer,full_stack,chennai,3.17,3.3
SYN_EMP_0209,2026-06-08,2026-03-08,2026-04-01,2,Senior Software Engineer,full_stack,chennai,3.04,3.3
SYN_EMP_0209,2026-06-08,2026-03-08,2026-05-01,3,Senior Software Engineer,full_stack,chennai,2.91,3.3
SYN_EMP_0210,2026-07-10,2026-04-10,2026-04-01,1,Solutions Consultant,full_stack,chennai,3.23,3.38
SYN_EMP_0210,2026-07-10,2026-04-10,2026-05-01,2,Solutions Consultant,full_stack,chennai,3.08,3.38
SYN_EMP_0210,2026-07-10,2026-04-10,2026-06-01,3,Solutions Consultant,full_stack,chennai,2.93,3.38
SYN_EMP_0211,2026-07-26,2026-04-26,2026-04-01,1,Senior Software Engineer,bi_reporting,uk,3.01,3.16
SYN_EMP_0211,2026-07-26,2026-04-26,2026-05-01,2,Senior Software Engineer,bi_reporting,uk,2.85,3.16
SYN_EMP_0211,2026-07-26,2026-04-26,2026-06-01,3,Senior Software Engineer,bi_reporting,uk,2.69,3.16
SYN_EMP_0212,2026-07-23,2026-04-23,2026-04-01,1,Senior Software Engineer,full_stack,chennai,2.76,2.89
SYN_EMP_0212,2026-07-23,2026-04-23,2026-05-01,2,Senior Software Engineer,full_stack,chennai,2.63,2.89
SYN_EMP_0212,2026-07-23,2026-04-23,2026-06-01,3,Senior Software Engineer,full_stack,chennai,2.5,2.89
SYN_EMP_0213,2026-07-16,2026-04-16,2026-04-01,1,Consultant,techops,chennai,2.98,3.16
SYN_EMP_0213,2026-07-16,2026-04-16,2026-05-01,2,Consultant,techops,chennai,2.79,3.16
SYN_EMP_0213,2026-07-16,2026-04-16,2026-06-01,3,Consultant,techops,chennai,2.6,3.16
SYN_EMP_0214,2026-07-25,2026-04-25,2026-04-01,1,Software Engineer,data_engineering,uk,2.86,3.06
SYN_EMP_0214,2026-07-25,2026-04-25,2026-05-01,2,Software Engineer,data_engineering,uk,2.66,3.06
SYN_EMP_0214,2026-07-25,2026-04-25,2026-06-01,3,Software Engineer,data_engineering,uk,2.46,3.06
SYN_EMP_0215,2026-07-07,2026-04-07,2026-04-01,1,Trainee Software Engineer,data_engineering,chennai,2.46,2.72
SYN_EMP_0215,2026-07-07,2026-04-07,2026-05-01,2,Trainee Software Engineer,data_engineering,chennai,2.2,2.72
SYN_EMP_0215,2026-07-07,2026-04-07,2026-06-01,3,Trainee Software Engineer,data_engineering,chennai,1.94,2.72
SYN_EMP_0216,2026-07-07,2026-04-07,2026-04-01,1,Consultant,bi_reporting,chennai,3.21,3.38
SYN_EMP_0216,2026-07-07,2026-04-07,2026-05-01,2,Consultant,bi_reporting,chennai,3.05,3.38
SYN_EMP_0216,2026-07-07,2026-04-07,2026-06-01,3,Consultant,bi_reporting,chennai,2.88,3.38
SYN_EMP_0217,2026-07-24,2026-04-24,2026-04-01,1,Senior Consultant,bi_reporting,chennai,3.04,3.27
SYN_EMP_0217,2026-07-24,2026-04-24,2026-05-01,2,Senior Consultant,bi_reporting,chennai,2.82,3.27
SYN_EMP_0217,2026-07-24,2026-04-24,2026-06-01,3,Senior Consultant,bi_reporting,chennai,2.59,3.27
